streetName,streetType,minHouseNum,maxHouseNum
Part. Svobody,,1,100
Partlicova,,1,100
Partyzána Petra,,1,100
Partyzánská,,1,100
Partyzánské náměstí,,1,100
Partyzánů,,1,100
Parys,,1,100
Pasecká,,1,100
Pasecké náměstí,,1,100
Pasecký žleb,,1,100
Paseky,,1,100
Pasečná,,1,100
Pasičky,,1,100
Paskovská,,1,100
Pasovská,,1,100
Pastelník,,1,100
Pastelová,,1,100
Pasterní,,1,100
Pasteurova,,1,100
Pastevců,,1,100
Pastevní,,1,100
Pastoušky,,1,100
Pastrnkova,,1,100
Pastrňákova,,1,100
Pastušky,,1,100
Pastvinská,,1,100
Pastviny,,1,100
Pastviska,,1,100
Pastvisko,,1,100
Pastvisko I.,,1,100
Pastvisko II.,,1,100
Pastyřica,,1,100
Pastýrna,,1,100
Pastýřská,,1,100
Pastýřská studánka,,1,100
Pasíčka,,1,100
Pasířská,,1,100
Patejdlova,,1,100
Patočkova,,1,100
Patrice Lumumby,,1,100
Patrného,,1,100
Pavelkova,,1,100
Pavelská,,1,100
Pavelčákova,,1,100
Pavla Beneše,,1,100
Pavla Hanuše,,1,100
Pavla Kohna,,1,100
Pavla Křížkovského,,1,100
Pavla Lista,,1,100
Pavla Nováka,,1,100
Pavla Perky,,1,100
Pavla Richtera,,1,100
Pavla Strádala,,1,100
Pavla Stránského,,1,100
Pavla Užíka,,1,100
Pavla Wonky,,1,100
Pavla Švandy ze Semčic,,1,100
Pavlická,,1,100
Pavlisova,,1,100
Pavlišovská,,1,100
Pavlouskova,,1,100
Pavlova,,1,100
Pavlovická,,1,100
Pavlovova,,1,100
Pavlovská,,1,100
Pavlovského,,1,100
Pavly Fořtové,,1,100
Pavlákova,,1,100
Pavlíkova,,1,100
Pavlín Dvůr,,1,100
Pavlínka,,1,100
Pavrovského,,1,100
Pazderkova,,1,100
Pazderky,,1,100
Pazderna,,1,100
Pačesova,,1,100
Pařezova,,1,100
Paříkova,,1,100
Paříkovo nám.,,1,100
Paříkovo náměstí,,1,100
Pařízkova,,1,100
Pařížská,,1,100
Pašerových,,1,100
Paškova,,1,100
Paškova Stráň,,1,100
Pašťalkova,,1,100
Paťanka,,1,100
Pažoutova,,1,100
Pcherská,,1,100
Pecenov,,1,100
Peceradská,,1,100
Pecharova,,1,100
Pechlátova,,1,100
Pechova,,1,100
Pecháčkova,,1,100
Peciny,,1,100
Pecka,,1,100
Peckova,,1,100
Pecovská,,1,100
Pecínovská,,1,100
Pejchlova,,1,100
Pejevové,,1,100
Pejřimská,,1,100
Pekařova,,1,100
Pekařská,,1,100
Pekelná,,1,100
Pekelská,,1,100
Pekliska,,1,100
Peklo,,1,100
Pekárenská,,1,100
Pekárkova,,1,100
Pekární,,1,100
Pelclova,,1,100
Pelclovo nábřeží,,1,100
Pelcova,,1,100
Pelechovská,,1,100
Pelestrov,,1,100
Pelhřimovská,,1,100
Pelikánova,,1,100
Peliny,,1,100
Pellicova,,1,100
Pelléova,,1,100
Pelnářova,,1,100
Pelušková,,1,100
Pelyňková,,1,100
Pelzova,,1,100
Pelíkovická,,1,100
Penkova,,1,100
Pensijní,,1,100
Penízovková,,1,100
Penčická,,1,100
Pepřicova,,1,100
Perk,,1,100
Perknovská,,1,100
Perky,,1,100
Perleťová,,1,100
Perleťářská,,1,100
Perlitová,,1,100
Perlová,,1,100
Pernerova,,1,100
Pernického,,1,100
Pernštejnská,,1,100
Pernštejnské náměstí,,1,100
Pernštýnská,,1,100
Pernštýnské nám.,,1,100
Pernštýnské náměstí,,1,100
Peroutka,,1,100
Peroutkova,,1,100
Peroutkovo nábřeží,,1,100
Perspektivní,,1,100
Pertoldova,,1,100
Perucká,,1,100
Perunov,,1,100
Perunova,,1,100
Perunská,,1,100
Perštejnská,,1,100
Perštýn,,1,100
Perštýnská,,1,100
Pestalozziho cesta,,1,100
Petelinova,,1,100
Peterkova,,1,100
Petlákova,,1,100
Petra Bezruče,,1,100
Petra Chelčického,,1,100
Petra Fastra,,1,100
Petra Hechta,,1,100
Petra Hrubého,,1,100
Petra Jilemnického,,1,100
Petra Karla,,1,100
Petra Křičky,,1,100
Petra Obrovce,,1,100
Petra Slezáka,,1,100
Petra Velikého,,1,100
Petra Voka,,1,100
Petra z Kravař,,1,100
Petra z Ústí,,1,100
Petra z Lindy,,1,100
Petrbokova,,1,100
Petrklíčová,,1,100
Petrohradská,,1,100
Petroncova,,1,100
Petrov,,1,100
Petrova,,1,100
Petrovice,,1,100
Petrovická,,1,100
Petrovská,,1,100
Petrovy Vrchy,,1,100
Petrská,,1,100
Petrské náměstí,,1,100
Petrusova,,1,100
Petráčkova,,1,100
Petrův důl,,1,100
Petrůvky,,1,100
Petrželka,,1,100
Petržílkova,,1,100
Petržílova,,1,100
Petschkova,,1,100
Petákova,,1,100
Petýrkova,,1,100
Petřinova,,1,100
Petřivalského,,1,100
Petřkova,,1,100
Petřvaldská,,1,100
Petříkov,,1,100
Petříkova,,1,100
Petříkovská,,1,100
Petřín,,1,100
Petřínská,,1,100
Pezinská,,1,100
Pečenova,,1,100
Pečárková,,1,100
Pečírkova,,1,100
Peřinkova,,1,100
Peřinova,,1,100
Pešinova,,1,100
Pešičkova,,1,100
Peškova,,1,100
Pešlova,,1,100
Peštukova,,1,100
Pešákova,,1,100
Pešíkova,,1,100
Pflegerova,,1,100
Pflegrova,,1,100
PhDr. Bořivoje Lůžka,,1,100
Piaristická,,1,100
Piaristické náměstí,,1,100
Picassova,,1,100
Pichlova,,1,100
Pichmannova,,1,100
Pickova,,1,100
Pietteho nám.,,1,100
Pihelská,,1,100
Pihlov,,1,100
Pikartská,,1,100
Pikova,,1,100
Pikovická,,1,100
Pikrtova,,1,100
Pila,,1,100
Pilarka,,1,100
Pilařova,,1,100
Pilařská,,1,100
Pilcova,,1,100
Piletická,,1,100
Pilnáčkova,,1,100
Pilotů,,1,100
Pilovská,,1,100
Pilská,,1,100
Pilátka,,1,100
Pilínkovská,,1,100
Pimerova,,1,100
Pincova,,1,100
Pindorf,,1,100
Pindula,,1,100
Pinkavova,,1,100
Pintova,,1,100
Pinďulky,,1,100
Pionýra,,1,100
Pionýrská,,1,100
Pionýrů,,1,100
Pippichova,,1,100
Pirinská,,1,100
Pirknerovo náměstí,,1,100
Pirnerova,,1,100
Piskořova,,1,100
Piskáčkových,,1,100
Pisárecká,,1,100
Pitkova,,1,100
Pitkovická,,1,100
Pitnerova,,1,100
Pitrova,,1,100
Pitrovecká,,1,100
Pittermannova,,1,100
Pitterova,,1,100
Pittnerova,,1,100
Pittsburská,,1,100
Pitínská,,1,100
Pivcova,,1,100
Pivodova,,1,100
Pivovar,,1,100
Pivovarnická,,1,100
Pivovarní,,1,100
Pivovarská,,1,100
Pivovarská flošna,,1,100
Pivovarské náměstí,,1,100
Pivovarský dvůr,,1,100
Pivoňkova,,1,100
Pivoňková,,1,100
Pištorova,,1,100
Pištěkova,,1,100
Pjanovova,,1,100
Plachtova,,1,100
Plachty,,1,100
Plachého,,1,100
Placzkova,,1,100
Plajnerova,,1,100
Plamínkové,,1,100
Planerových,,1,100
Planiska,,1,100
Plantáž,,1,100
Planá,,1,100
Plaská,,1,100
Platanová,,1,100
Platinová,,1,100
Platnéřská,,1,100
Platónova,,1,100
Plavební,,1,100
Plavecká,,1,100
Plavidlo,,1,100
Plavnice,,1,100
Plavnická,,1,100
Plavská,,1,100
Plavuňová,,1,100
Plavínová,,1,100
Plačická,,1,100
Plačkov,,1,100
Plačkova,,1,100
Plaňanská,,1,100
Plaňava,,1,100
Plaňková,,1,100
Plechamr,,1,100
Plechanovova,,1,100
Plemenářská stanice,,1,100
Plemenářský podnik,,1,100
Pleskotova,,1,100
Plesníkova,,1,100
Pletařská,,1,100
Plevenská,,1,100
Plevnická,,1,100
Plevova,,1,100
Plešivecká,,1,100
Plešivecké náměstí,,1,100
Plhovská,,1,100
Plickova,,1,100
Plk. Aloise Holny,,1,100
Plk. B. Kohouta,,1,100
Plk. B. Petroviče,,1,100
Plk. Fr. Štičky,,1,100
Plk. Karla Hlásného,,1,100
Plk. Malečka,,1,100
Plk. O. Hrubého,,1,100
Plk. Poláčka,,1,100
Plk. Rajmunda Prchaly,,1,100
Plk. Velebnovského,,1,100
Plk. Vrány,,1,100
Plk. Vávry,,1,100
Plk. Švece,,1,100
Plojharova,,1,100
Plotišťská,,1,100
Plotky,,1,100
Plotní,,1,100
Ploty,,1,100
Ploučnická,,1,100
Ploužnice,,1,100
Plovdivská,,1,100
Plovárenská,,1,100
Plovární,,1,100
Plošná,,1,100
Ploštilova,,1,100
Ploštiny,,1,100
Plucárna,,1,100
Pluhova,,1,100
Pluháčkova,,1,100
Plukovníka Malého,,1,100
Plukovníka Nováka,,1,100
Plukovníka Švece,,1,100
Plumlovská,,1,100
Pluskalova,,1,100
Pluskoveček,,1,100
Plužní,,1,100
Plynárenská,,1,100
Plynární,,1,100
Plzenecká,,1,100
Plzeňská,,1,100
Plzeňská cesta,,1,100
Plzeňská tř.,,1,100
Plzákova,,1,100
Plácek,,1,100
Plácelova,,1,100
Plánická,,1,100
Pláničkova,,1,100
Plánkova,,1,100
Plánská,,1,100
Pláně,,1,100
Plástky,,1,100
Plátenická,,1,100
Pláňavy,,1,100
Plíže,,1,100
Po Vodě,,1,100
Poberova,,1,100
Pobialova,,1,100
Pobočná,,1,100
Pobořská,,1,100
Poběžovická,,1,100
Pobřežní,,1,100
Pochvalov,,1,100
Pod Ajskou,,1,100
Pod Akáty,,1,100
Pod Alejí,,1,100
Pod Altánem,,1,100
Pod Andělkou,,1,100
Pod Anenskou,,1,100
Pod Antonínem,,1,100
Pod Antoníčkem,,1,100
Pod Areálem,,1,100
Pod Aritmou,,1,100
Pod Babincem,,1,100
Pod Babou,,1,100
Pod Babykou,,1,100
Pod Bahnivkou,,1,100
Pod Balkánem,,1,100
Pod Barborou,,1,100
Pod Barbořinou,,1,100
Pod Barevnou,,1,100
Pod Bartovcem,,1,100
Pod Barvířkou,,1,100
Pod Baráky,,1,100
Pod Baštami,,1,100
Pod Baštou,,1,100
Pod Bažantnicí,,1,100
Pod Bedlinou,,1,100
Pod Bedřichovem,,1,100
Pod Belvederem,,1,100
Pod Belárií,,1,100
Pod Bendovkou,,1,100
Pod Beránkem,,1,100
Pod Beránkou,,1,100
Pod Betání,,1,100
Pod Bečevnou,,1,100
Pod Bečvou,,1,100
Pod Bohdalcem I,,1,100
Pod Bohdašínem,,1,100
Pod Boněckem,,1,100
Pod Borkem,,1,100
Pod Borky,,1,100
Pod Borným,,1,100
Pod Borovníkem,,1,100
Pod Borováčkem,,1,100
Pod Bory,,1,100
Pod Bočky,,1,100
Pod Bořní,,1,100
Pod Bořím,,1,100
Pod Brankou,,1,100
Pod Branou,,1,100
Pod Brdy,,1,100
Pod Brentovou,,1,100
Pod Broukalákem,,1,100
Pod Budkovcem,,1,100
Pod Budíkovem,,1,100
Pod Budínem,,1,100
Pod Bukem,,1,100
Pod Bukovkou,,1,100
Pod Bukovou,,1,100
Pod Bulfem,,1,100
Pod Bučinou,,1,100
Pod Bání,,1,100
Pod Bílou horou,,1,100
Pod Bílou hůrou,,1,100
Pod Bílou skálou,,1,100
Pod Bílým Kamenem,,1,100
Pod Bílým kamenem,,1,100
Pod Búdama,,1,100
Pod Bělicí,,1,100
Pod Břehy,,1,100
Pod Březinou,,1,100
Pod Březíčkem,,1,100
Pod Břízami,,1,100
Pod Břízkami,,1,100
Pod Celnou,,1,100
Pod Chaloupkami,,1,100
Pod Chaloupky,,1,100
Pod Chalupami,,1,100
Pod Chlacholovem,,1,100
Pod Chloumečkem,,1,100
Pod Chlumem,,1,100
Pod Chmelnicí,,1,100
Pod Chocholí,,1,100
Pod Chotobuší,,1,100
Pod Chrastišovem,,1,100
Pod Chvojinkou,,1,100
Pod Chybou,,1,100
Pod Chytárnou,,1,100
Pod Cihelnou,,1,100
Pod Cihelným vrchem,,1,100
Pod Cukrovarem,,1,100
Pod Cvičištěm,,1,100
Pod Cvrčkovem,,1,100
Pod Císařkou,,1,100
Pod Deltou,,1,100
Pod Divadlem,,1,100
Pod Dlážděnkou,,1,100
Pod Dolinou,,1,100
Pod Domky,,1,100
Pod Domy,,1,100
Pod Doubravkou,,1,100
Pod Drahou,,1,100
Pod Dračím kamenem,,1,100
Pod Dražovkou,,1,100
Pod Drinopolem,,1,100
Pod Dráhou,,1,100
Pod Dubem,,1,100
Pod Dubinou,,1,100
Pod Dubičky,,1,100
Pod Dubovcem,,1,100
Pod Dubovinou,,1,100
Pod Dubovkou,,1,100
Pod Dubíčkem,,1,100
Pod Dvorcem,,1,100
Pod Dvorem,,1,100
Pod Dvorkem,,1,100
Pod Dálnicí,,1,100
Pod Díly,,1,100
Pod Dědem,,1,100
Pod Děkankou,,1,100
Pod Děvínem,,1,100
Pod Džbánem,,1,100
Pod Farmou,,1,100
Pod Farou,,1,100
Pod Fialkou,,1,100
Pod Floriánem,,1,100
Pod Grapů,,1,100
Pod Habernou,,1,100
Pod Habešem,,1,100
Pod Habrovcem,,1,100
Pod Habrovou,,1,100
Pod Habrůvky,,1,100
Pod Habřím,,1,100
Pod Hajnicí,,1,100
Pod Haldou,,1,100
Pod Halou,,1,100
Pod Haltýřem,,1,100
Pod Hamrem,,1,100
Pod Hamry,,1,100
Pod Hanuší,,1,100
Pod Harfou,,1,100
Pod Hatí,,1,100
Pod Havlatkou,,1,100
Pod Havlínem,,1,100
Pod Havranem,,1,100
Pod Havránkou,,1,100
Pod Haškovcem,,1,100
Pod Hlaváčkem,,1,100
Pod Hliničnou,,1,100
Pod Hliništěm,,1,100
Pod Hlinkem,,1,100
Pod Hloubětínskou zastávkou,,1,100
Pod Hlubnou,,1,100
Pod Hláskem,,1,100
Pod Hněvínem,,1,100
Pod Holečkovými sady,,1,100
Pod Holoměří,,1,100
Pod Holubím vrchem,,1,100
Pod Holákem,,1,100
Pod Holým vrchem,,1,100
Pod Homolkou,,1,100
Pod Homolí,,1,100
Pod Horama,,1,100
Pod Horami,,1,100
Pod Horizontem,,1,100
Pod Horkama,,1,100
Pod Horkami,,1,100
Pod Horkou,,1,100
Pod Horním Dvorem,,1,100
Pod Horou,,1,100
Pod Horů,,1,100
Pod Hospodou,,1,100
Pod Hostýnem,,1,100
Pod Hostěrazem,,1,100
Pod Hotelem,,1,100
Pod Houskou,,1,100
Pod Hrachovkou,,1,100
Pod Hradbami,,1,100
Pod Hradem,,1,100
Pod Hradištěm,,1,100
Pod Hroby,,1,100
Pod Hrádkem,,1,100
Pod Hrází,,1,100
Pod Hubleskou,,1,100
Pod Hudberkem,,1,100
Pod Humny,,1,100
Pod Hvozdcem,,1,100
Pod Hvězdami,,1,100
Pod Hvězdou,,1,100
Pod Hvězdárnou,,1,100
Pod Hybšmankou,,1,100
Pod Hády,,1,100
Pod Háj,,1,100
Pod Hájem,,1,100
Pod Háječkem,,1,100
Pod Hájkem,,1,100
Pod Hájovnou,,1,100
Pod Hřbitovem,,1,100
Pod Hřebenem,,1,100
Pod Hřištěm,,1,100
Pod Hůrkama,,1,100
Pod Hůrkou,,1,100
Pod Hůrou,,1,100
Pod Invalidovnou,,1,100
Pod Jablunkou,,1,100
Pod Jakubem,,1,100
Pod Jalovým dvorem,,1,100
Pod Jandovem,,1,100
Pod Janíčkem,,1,100
Pod Jarovem,,1,100
Pod Jasany,,1,100
Pod Javorem,,1,100
Pod Javorníkem,,1,100
Pod Javory,,1,100
Pod Jehličnou,,1,100
Pod Jelenicí,,1,100
Pod Jelením skokem,,1,100
Pod Jezem,,1,100
Pod Jezerem,,1,100
Pod Jezírkem,,1,100
Pod Ještědem,,1,100
Pod Ježníkem,,1,100
Pod Ježovem,,1,100
Pod Jiráskovou čtvrtí,,1,100
Pod Jizerkou,,1,100
Pod Jiřím,,1,100
Pod Juliskou,,1,100
Pod Jurým,,1,100
Pod Jánem,,1,100
Pod Jízdárnou,,1,100
Pod Kabáticí,,1,100
Pod Kadlečákem,,1,100
Pod Kalichem,,1,100
Pod Kalovy,,1,100
Pod Kalvarií,,1,100
Pod Kalvárií,,1,100
Pod Kamencem,,1,100
Pod Kamenem,,1,100
Pod Kamennou,,1,100
Pod Kameníčkem,,1,100
Pod Kameněm,,1,100
Pod Kamionkou,,1,100
Pod Kamínkou,,1,100
Pod Kanihurou,,1,100
Pod Kanálem,,1,100
Pod Kaplankou,,1,100
Pod Kapličkou,,1,100
Pod Kaplí,,1,100
Pod Kapradí,,1,100
Pod Karlovarskou silnicí,,1,100
Pod Karlovem,,1,100
Pod Kasinem,,1,100
Pod Kasárny,,1,100
Pod Katovnou,,1,100
Pod Kavalírkou,,1,100
Pod Kaňkem,,1,100
Pod Kaštanem,,1,100
Pod Kaštankou,,1,100
Pod Kaštany,,1,100
Pod Kesnerkou,,1,100
Pod Kinem,,1,100
Pod Kladenskou silnicí,,1,100
Pod Klamovkou,,1,100
Pod Klaudiánkou,,1,100
Pod Kleprlíkovou horou,,1,100
Pod Klikovkou,,1,100
Pod Klukem,,1,100
Pod Klášterem,,1,100
Pod Klášterkou,,1,100
Pod Klůčkem,,1,100
Pod Knihovem,,1,100
Pod Knihovnou,,1,100
Pod Knížecím,,1,100
Pod Kněží horou,,1,100
Pod Kobylankou,,1,100
Pod Kobylou,,1,100
Pod Kocandou,,1,100
Pod Koláčovem,,1,100
Pod Komůrkou,,1,100
Pod Kopaninou,,1,100
Pod Kopcem,,1,100
Pod Kopečkem,,1,100
Pod Kopánků,,1,100
Pod Korábem,,1,100
Pod Kostelem,,1,100
Pod Kostelíčkem,,1,100
Pod Kosířem,,1,100
Pod Kotlaskou,,1,100
Pod Koukolovkou,,1,100
Pod Kovárnami,,1,100
Pod Kovárnou,,1,100
Pod Kozincem,,1,100
Pod Kozákem,,1,100
Pod Koňským vrchem,,1,100
Pod Koštofránkem,,1,100
Pod Košutkou,,1,100
Pod Koželuhy,,1,100
Pod Kraví horou,,1,100
Pod Krimichem,,1,100
Pod Krocínkou,,1,100
Pod Kruhovkou,,1,100
Pod Královkou,,1,100
Pod Krásnou strání,,1,100
Pod Krátkýma,,1,100
Pod Krčským lesem,,1,100
Pod Kuchyňkou,,1,100
Pod Kuklíkem,,1,100
Pod Kulivou horou,,1,100
Pod Kulturním domem,,1,100
Pod Kurty,,1,100
Pod Kuřidlem,,1,100
Pod Kuželnou,,1,100
Pod Květnicí,,1,100
Pod Kynastem,,1,100
Pod Kynclovkou,,1,100
Pod Kyselkou,,1,100
Pod Kyčerou,,1,100
Pod Kyšperkem,,1,100
Pod Kánínem,,1,100
Pod Káčovem,,1,100
Pod Křivou,,1,100
Pod Křivým,,1,100
Pod Křižovatkou,,1,100
Pod Křížem,,1,100
Pod Křížkem,,1,100
Pod Křížovou,,1,100
Pod Křížovým vrchem,,1,100
Pod Labuťkou,,1,100
Pod Ladou,,1,100
Pod Lahovskou,,1,100
Pod Lajsníkem,,1,100
Pod Landekem,,1,100
Pod Lanovkou,,1,100
Pod Laznou,,1,100
Pod Lesem,,1,100
Pod Lesem Ⅰ,,1,100
Pod Lesem Ⅲ,,1,100
Pod Lesem Ⅳ,,1,100
Pod Lesíkem,,1,100
Pod Letištěm,,1,100
Pod Letohrádkem,,1,100
Pod Lečí,,1,100
Pod Lihovarem,,1,100
Pod Linkou,,1,100
Pod Lipami,,1,100
Pod Lipkami,,1,100
Pod Lipou,,1,100
Pod Lipím,,1,100
Pod Lipůvkou,,1,100
Pod Lisem,,1,100
Pod Lomem,,1,100
Pod Lomečkem,,1,100
Pod Loretou,,1,100
Pod Loukou,,1,100
Pod Lukami,,1,100
Pod Luštěm,,1,100
Pod Lužníkem,,1,100
Pod Lysinami,,1,100
Pod Lány,,1,100
Pod Lávkou,,1,100
Pod Lázní,,1,100
Pod Lázněmi,,1,100
Pod Lékárnou,,1,100
Pod Léčebnou,,1,100
Pod Léštím,,1,100
Pod Líšnicí,,1,100
Pod Macalákem,,1,100
Pod Macnarkou,,1,100
Pod Makovým vrchem,,1,100
Pod Malsičkou,,1,100
Pod Malým vrchem,,1,100
Pod Mandou,,1,100
Pod Marjánkou,,1,100
Pod Markem,,1,100
Pod Martinovem,,1,100
Pod Marčákem,,1,100
Pod Masnými krámy,,1,100
Pod Mastníkem,,1,100
Pod Matůškem,,1,100
Pod Maxovkou,,1,100
Pod Mejtem,,1,100
Pod Meliškou,,1,100
Pod Melíškem,,1,100
Pod Mezí,,1,100
Pod Mikulkou,,1,100
Pod Mincovnou,,1,100
Pod Miskou,,1,100
Pod Mladcovou,,1,100
Pod Mladíkovem,,1,100
Pod Mlékárnou,,1,100
Pod Mlýnem,,1,100
Pod Mlýnkem,,1,100
Pod Mniší horou,,1,100
Pod Modříny,,1,100
Pod Mohylou,,1,100
Pod Montací,,1,100
Pod Moravcem,,1,100
Pod Morávií,,1,100
Pod Mostem,,1,100
Pod Myslivnou,,1,100
Pod Mýtem,,1,100
Pod Můstkem,,1,100
Pod Můstky,,1,100
Pod Nadjezdem,,1,100
Pod Nemocnicí,,1,100
Pod Nivami,,1,100
Pod Nivou,,1,100
Pod Norou,,1,100
Pod Novosady,,1,100
Pod Novou horou,,1,100
Pod Novou školou,,1,100
Pod Novým lesem,,1,100
Pod Nuselskými schody,,1,100
Pod Nádražím,,1,100
Pod Nádrží,,1,100
Pod Náhonem,,1,100
Pod Náměstím,,1,100
Pod Náplavkou,,1,100
Pod Náspem,,1,100
Pod Návsí,,1,100
Pod Obcí,,1,100
Pod Obecnicu,,1,100
Pod Obecníkem,,1,100
Pod Oborou,,1,100
Pod Ohradou,,1,100
Pod Okrajem,,1,100
Pod Okrouhlím,,1,100
Pod Olšinou,,1,100
Pod Opukou,,1,100
Pod Orty,,1,100
Pod Ostrou,,1,100
Pod Ostrým,,1,100
Pod Ovčákem,,1,100
Pod Ovčím kopcem,,1,100
Pod Ovčínem,,1,100
Pod Ořechovkou,,1,100
Pod Pahorkem,,1,100
Pod Palatou,,1,100
Pod Paluchem,,1,100
Pod Palácem,,1,100
Pod Palárnou,,1,100
Pod Pankrácí,,1,100
Pod Panoramou,,1,100
Pod Panskou,,1,100
Pod Panskou zahradou,,1,100
Pod Panskýma,,1,100
Pod Parkem,,1,100
Pod Parukářkou,,1,100
Pod Pašinkou,,1,100
Pod Paťankou,,1,100
Pod Pekařkou,,1,100
Pod Peklem,,1,100
Pod Pekárnami,,1,100
Pod Pekárnou,,1,100
Pod Pensionátem,,1,100
Pod Perštýnem,,1,100
Pod Petřinami,,1,100
Pod Petřínem,,1,100
Pod Pevnůstkou,,1,100
Pod Pilami,,1,100
Pod Pilou,,1,100
Pod Pindulu,,1,100
Pod Pivovarem,,1,100
Pod Platanem,,1,100
Pod Plešivcem,,1,100
Pod Pláňaty,,1,100
Pod Plískavou,,1,100
Pod Potoky,,1,100
Pod Poustkou,,1,100
Pod Poštou,,1,100
Pod Prachárnou,,1,100
Pod Pramenem,,1,100
Pod Pražskou,,1,100
Pod Presem,,1,100
Pod Prodejnou,,1,100
Pod Prokopem,,1,100
Pod Prosečí,,1,100
Pod Průhonem,,1,100
Pod Průhony,,1,100
Pod Průsekem,,1,100
Pod Pržma,,1,100
Pod Ptačí skálou,,1,100
Pod Ptákem,,1,100
Pod Ptáčnicí,,1,100
Pod Punčochou,,1,100
Pod Písečnou,,1,100
Pod Předníma,,1,100
Pod Přehradou,,1,100
Pod Přejezdem,,1,100
Pod Přerovskou cestou,,1,100
Pod Přesypem,,1,100
Pod Přivaděčem,,1,100
Pod Příkopem,,1,100
Pod Půrkem,,1,100
Pod Radinama,,1,100
Pod Radnicí,,1,100
Pod Rafandou,,1,100
Pod Rapidem,,1,100
Pod Račicí,,1,100
Pod Remízem,,1,100
Pod Remízkem,,1,100
Pod Resslem,,1,100
Pod Rezervací,,1,100
Pod Rochem,,1,100
Pod Rochusem,,1,100
Pod Roháče,,1,100
Pod Rovinou,,1,100
Pod Rozhlednou,,1,100
Pod Rozkoší,,1,100
Pod Rozvodnou,,1,100
Pod Rubanisky,,1,100
Pod Rušičkou,,1,100
Pod Rybníkem,,1,100
Pod Rybníčkem,,1,100
Pod Rychtou,,1,100
Pod Rýchorami,,1,100
Pod Sadem,,1,100
Pod Sadem míru,,1,100
Pod Sady,,1,100
Pod Safari,,1,100
Pod Saharou,,1,100
Pod Salabkou,,1,100
Pod Samuelovou jeskyní,,1,100
Pod Sanatoriem,,1,100
Pod Sanatorkou,,1,100
Pod Schody,,1,100
Pod Sedličkami,,1,100
Pod Selcem,,1,100
Pod Semencem,,1,100
Pod Senovou,,1,100
Pod Servisem,,1,100
Pod Silnicí,,1,100
Pod Sirotkem,,1,100
Pod Sirotčí,,1,100
Pod Sjezdovkou,,1,100
Pod Skalama,,1,100
Pod Skalami,,1,100
Pod Skalkou,,1,100
Pod Skalou,,1,100
Pod Skanzenem,,1,100
Pod Sklepy,,1,100
Pod Skálou,,1,100
Pod Slovany,,1,100
Pod Slunečnou,,1,100
Pod Slévárnou,,1,100
Pod Smetankou,,1,100
Pod Smrkem,,1,100
Pod Sněžníkem,,1,100
Pod Sokolovnou,,1,100
Pod Sokolí strání,,1,100
Pod Sosnami,,1,100
Pod Soudním vrchem,,1,100
Pod Soutratím,,1,100
Pod Spiritkou,,1,100
Pod Spravedlností,,1,100
Pod Spáleníkem,,1,100
Pod Spáleným mostem,,1,100
Pod Srázem,,1,100
Pod St. hradem,,1,100
Pod Stadionem,,1,100
Pod Stadiónem,,1,100
Pod Stanicí,,1,100
Pod Starou Horou,,1,100
Pod Starou cestou,,1,100
Pod Starou farou,,1,100
Pod Starou hutí,,1,100
Pod Starou školou,,1,100
Pod Statkem,,1,100
Pod Statky,,1,100
Pod Stařečkem,,1,100
Pod Stolovou horou,,1,100
Pod Strašnickou vinicí,,1,100
Pod Strojírnami,,1,100
Pod Stromovkou,,1,100
Pod Stránkou,,1,100
Pod Strání,,1,100
Pod Stráněmi,,1,100
Pod Strážištěm,,1,100
Pod Strážnici,,1,100
Pod Strážnicí,,1,100
Pod Strážnou,,1,100
Pod Strážnou horou,,1,100
Pod Strážným,,1,100
Pod Stráží,,1,100
Pod Studánkou,,1,100
Pod Stupni,,1,100
Pod Stárkou,,1,100
Pod Stávkem,,1,100
Pod Stáží,,1,100
Pod Stínadly,,1,100
Pod Stírkou,,1,100
Pod Střediskem,,1,100
Pod Střelnicí,,1,100
Pod Stříbrníkem,,1,100
Pod Suchým vrchem,,1,100
Pod Sukovem,,1,100
Pod Suticí,,1,100
Pod Sv. Duchem,,1,100
Pod Svahem,,1,100
Pod Svahy,,1,100
Pod Svatoborem,,1,100
Pod Svatojánkem,,1,100
Pod Svatým Janem,,1,100
Pod Svatým Jiřím,,1,100
Pod Světlou horou,,1,100
Pod Světlovem,,1,100
Pod Sychrovem Ⅰ,,1,100
Pod Sylvánem,,1,100
Pod Synagogou,,1,100
Pod Sádkama,,1,100
Pod Sídlištěm,,1,100
Pod Sýpkami,,1,100
Pod Terasami,,1,100
Pod Terebkou,,1,100
Pod Tlustou,,1,100
Pod Topoly,,1,100
Pod Topolákem,,1,100
Pod Továrnou,,1,100
Pod Tratí,,1,100
Pod Trhovicí,,1,100
Pod Trianglem,,1,100
Pod Trojicí,,1,100
Pod Trámky,,1,100
Pod Tržištěm,,1,100
Pod Tržním náměstím,,1,100
Pod Turnovskou tratí,,1,100
Pod Tvrzí,,1,100
Pod Tyršovým sadem,,1,100
Pod Tyršovým vrchem,,1,100
Pod Táborem,,1,100
Pod Táborkem,,1,100
Pod Táborskou,,1,100
Pod Táborským vrchem,,1,100
Pod Těžní věží,,1,100
Pod Třebešínem,,1,100
Pod Třešňovkou,,1,100
Pod Uličkou,,1,100
Pod Urnovým hájem,,1,100
Pod Valem,,1,100
Pod Valy,,1,100
